id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
QUK-41151978-G-902249-Fq,"Reg Mailes","Very Negative",0,10/20/2020,20,"Service Outage",Charleston,"West Virginia",Email,"Below SLA",22,Baltimore/MD
QUK-59829969-Y-463859-j4,"Ari Stocking",Negative,0,10-03-2020,3,Payments,Washington,"District of Columbia",Call-Center,"Within SLA",39,Denver/CO
QUK-91663089-N-841455-mc,"Mariquilla Worman",Negative,6,10/14/2020,14,Payments,Chico,California,Call-Center,"Below SLA",32,Denver/CO
QUL-47240696-M-478426-gR,"Else Druett",Negative,5,10/24/2020,24,"Billing Question","Fort Worth",Texas,Email,"Below SLA",36,"Los Angeles/CA"
QUL-79005719-I-646606-Bt,"Germain Gianullo",Neutral,0,10/27/2020,27,Payments,Washington,"District of Columbia",Call-Center,"Within SLA",19,Chicago/IL
QUL-96476750-3-829049-AG,"Harcourt Liebermann",Neutral,6,10-12-2020,12,"Billing Question","Oklahoma City",Oklahoma,Call-Center,"Below SLA",20,Baltimore/MD
QUM-48838015-P-971940-KV,"Kendre Borrill",Neutral,0,10/16/2020,16,"Billing Question",Buffalo,"New York",Call-Center,"Within SLA",29,"Los Angeles/CA"
QUN-17962754-q-098298-yT,"Jonis Abela",Negative,0,10/16/2020,16,"Billing Question","West Palm Beach",Florida,Call-Center,"Below SLA",10,Baltimore/MD
QUN-96561077-u-736362-3E,"Anatola Drennan",Negative,0,10/22/2020,22,"Billing Question",Atlanta,Georgia,Email,"Within SLA",18,Chicago/IL
QUO-92533688-F-731279-EH,"Martie Tedorenko",Neutral,0,10/23/2020,23,"Billing Question",Sacramento,California,Web,"Below SLA",18,"Los Angeles/CA"
QUP-05090542-l-392922-Mg,"Laetitia Sansun","Very Negative",1,10-12-2020,12,"Billing Question","San Bernardino",California,Chatbot,"Within SLA",41,Baltimore/MD
QUP-09855494-x-174303-rC,"Iona Blaase","Very Positive",9,10/29/2020,29,"Billing Question",Columbus,Georgia,Email,"Within SLA",16,Chicago/IL
QUQ-29775612-T-246287-0W,"Gauthier Sherbrooke",Negative,3,10-07-2020,7,"Billing Question",Hartford,Connecticut,Chatbot,"Within SLA",16,"Los Angeles/CA"
QUQ-61535139-s-793501-wq,"Issiah Djurisic",Positive,0,10-09-2020,9,"Billing Question",Sacramento,California,Web,"Within SLA",6,"Los Angeles/CA"
QUS-05707144-T-915505-MV,"Mindy Chritchley",Positive,0,10/22/2020,22,"Service Outage","West Palm Beach",Florida,Chatbot,"Above SLA",42,Baltimore/MD
QUS-50894197-H-383578-WW,"Paolo Lunbech",Positive,7,10-03-2020,3,"Billing Question",Baltimore,Maryland,Call-Center,"Below SLA",42,"Los Angeles/CA"
QUS-89118785-E-915524-Ar,"Wilek Henstridge",Negative,0,10/17/2020,17,"Billing Question",Minneapolis,Minnesota,Chatbot,"Within SLA",38,Baltimore/MD
QUT-34383926-k-150777-6w,"Virgil Lownes",Neutral,0,10/29/2020,29,"Billing Question",Pittsburgh,Pennsylvania,Call-Center,"Within SLA",40,Denver/CO
QUU-04614692-7-234352-8e,"Gardy Allenson","Very Positive",0,10-09-2020,9,"Billing Question",Birmingham,Alabama,Email,"Below SLA",12,"Los Angeles/CA"
QUU-26420823-r-011351-uI,"Elicia Benettolo",Negative,0,10/21/2020,21,"Billing Question",Charleston,"West Virginia",Call-Center,"Below SLA",13,"Los Angeles/CA"
QUU-48751945-G-013210-FV,"Darby Lambert","Very Positive",9,10/23/2020,23,"Billing Question",Rochester,"New York",Chatbot,"Above SLA",10,"Los Angeles/CA"
QUU-92844316-v-394017-gt,"Honoria Lindop",Neutral,0,10/22/2020,22,Payments,Dallas,Texas,Call-Center,"Within SLA",15,"Los Angeles/CA"
QUV-29678239-W-808135-C7,"Beale McCarter",Neutral,0,10/19/2020,19,"Billing Question",Austin,Texas,Web,"Within SLA",11,Denver/CO
QUV-36670816-e-397497-Cq,"Fletcher Spragge",Neutral,0,10/22/2020,22,"Service Outage",Reading,Pennsylvania,Email,"Above SLA",32,"Los Angeles/CA"
QUV-94542352-O-061967-Ic,"Karol Livesay",Positive,0,10-02-2020,2,Payments,Arlington,Virginia,Call-Center,"Within SLA",14,"Los Angeles/CA"
QUW-24095623-5-198617-x5,"Fredi Eton","Very Positive",0,10/30/2020,30,"Billing Question","Las Vegas",Nevada,Call-Center,"Within SLA",17,"Los Angeles/CA"
QUW-65158309-1-137596-RJ,"Briant Noto",Negative,0,10/24/2020,24,"Billing Question",Arlington,Virginia,Email,"Within SLA",45,Chicago/IL
QUX-18273446-6-932762-VR,"Charyl Antosik",Neutral,0,10/24/2020,24,"Billing Question","Daytona Beach",Florida,Web,"Within SLA",29,"Los Angeles/CA"
QUX-49630437-r-714242-L5,"Diahann Andree",Neutral,0,10-11-2020,11,"Billing Question",Birmingham,Alabama,Web,"Within SLA",28,"Los Angeles/CA"
QUY-50597683-j-795531-jL,"Weider McAne",Neutral,0,10-05-2020,5,Payments,Waterbury,Connecticut,Call-Center,"Within SLA",36,"Los Angeles/CA"
QUY-53454045-f-941501-JN,"Brigit Dovermann",Negative,0,10/30/2020,30,"Billing Question",Springfield,Virginia,Email,"Above SLA",23,Denver/CO
QUY-67166241-C-931602-JX,"Teodora Scimonelli",Negative,0,10/26/2020,26,"Billing Question",Detroit,Michigan,Web,"Within SLA",7,Chicago/IL
QUZ-33823072-u-869209-Gh,"Oriana Rendall","Very Positive",9,10/22/2020,22,"Billing Question",Columbia,Missouri,Web,"Within SLA",13,"Los Angeles/CA"
QVA-72968448-j-275693-KZ,"Randa Yansons",Negative,0,10-03-2020,3,"Billing Question",Denver,Colorado,Chatbot,"Below SLA",24,"Los Angeles/CA"
QVB-50266702-C-455231-3Z,"Henrieta Kassman",Negative,0,10/22/2020,22,"Billing Question",Southfield,Michigan,Call-Center,"Below SLA",9,Baltimore/MD
QVC-54174699-V-181185-xo,"Gregory Feldmus",Negative,0,10-05-2020,5,"Service Outage",Louisville,Kentucky,Email,"Below SLA",36,Baltimore/MD
QVD-09234169-K-761058-oq,"Hilliary Revell","Very Positive",0,10-01-2020,1,"Service Outage","Boca Raton",Florida,Chatbot,"Within SLA",37,Denver/CO
QVD-70304952-P-636948-8p,"Stacey Traynor",Negative,0,10/17/2020,17,Payments,Charleston,"West Virginia",Call-Center,"Above SLA",16,Baltimore/MD
QVD-99863234-G-966008-od,"Reinwald Touhig","Very Positive",0,10/16/2020,16,"Billing Question",Columbia,"South Carolina",Chatbot,"Within SLA",6,"Los Angeles/CA"
QVE-54337300-C-574047-Ln,"Felicle Wellbank",Negative,0,10/25/2020,25,"Service Outage","Jefferson City",Missouri,Chatbot,"Below SLA",33,Baltimore/MD
QVF-06168437-L-238969-NR,"Stanwood Opie",Neutral,5,10-06-2020,6,"Billing Question",Buffalo,"New York",Call-Center,"Within SLA",19,Baltimore/MD
QVG-52822956-V-130722-zg,"Bay Juara",Negative,4,10-04-2020,4,Payments,Springfield,Missouri,Call-Center,"Below SLA",5,"Los Angeles/CA"
QVG-96201755-F-399084-2V,"Shaylah Flisher",Negative,0,10-05-2020,5,"Billing Question",Greensboro,"North Carolina",Web,"Within SLA",39,Baltimore/MD
QVH-75078531-c-104332-Pv,"Clo Musk",Negative,0,10/29/2020,29,"Service Outage",Norman,Oklahoma,Chatbot,"Within SLA",13,Baltimore/MD
QVI-32433469-p-431594-9m,"Teodoro Obispo",Negative,6,10/24/2020,24,"Billing Question",Chicago,Illinois,Email,"Within SLA",39,"Los Angeles/CA"
QVI-71569771-I-867705-zD,"Sanderson Barta",Neutral,0,10/21/2020,21,"Billing Question","Santa Barbara",California,Call-Center,"Above SLA",6,Baltimore/MD
QVJ-44918249-x-859661-Q0,"Morgan Ribbens",Neutral,0,10/13/2020,13,"Billing Question",Pasadena,California,Call-Center,"Within SLA",11,Chicago/IL
QVK-57457041-l-573686-cf,"Lewiss Dron",Negative,0,10-09-2020,9,"Billing Question","Cedar Rapids",Iowa,Chatbot,"Below SLA",42,Denver/CO
QVK-61076072-b-226791-xE,"Walliw Castangia",Negative,4,10/16/2020,16,"Billing Question",Portland,Maine,Web,"Within SLA",38,"Los Angeles/CA"
QVL-62455696-E-251935-AA,"Jae Louder",Neutral,0,10/14/2020,14,"Billing Question",Washington,"District of Columbia",Email,"Below SLA",44,"Los Angeles/CA"
QVM-17346013-n-764483-Wq,"Berry Bednell",Positive,7,10-12-2020,12,"Billing Question",Biloxi,Mississippi,Web,"Within SLA",29,Baltimore/MD
QVM-34976874-t-671541-2S,"Wilmer Anders","Very Positive",0,10/25/2020,25,"Billing Question",Amarillo,Texas,Chatbot,"Within SLA",44,"Los Angeles/CA"
QVM-77544258-J-714221-Md,"Kathrine Agus",Negative,5,10/26/2020,26,Payments,Monticello,Minnesota,Call-Center,"Within SLA",14,"Los Angeles/CA"
QVO-46268090-H-395351-wy,"Tomas Higgen","Very Positive",0,10-08-2020,8,"Billing Question","Little Rock",Arkansas,Chatbot,"Below SLA",8,Chicago/IL
QVP-36845566-K-628200-1t,"Flint Sugg",Negative,3,10/30/2020,30,Payments,"Colorado Springs",Colorado,Call-Center,"Below SLA",38,Chicago/IL
QVP-43792040-U-993312-O5,"Reyna Dyer",Neutral,7,10/16/2020,16,Payments,Huntington,"West Virginia",Call-Center,"Below SLA",5,Chicago/IL
QVR-48733385-r-077831-Ef,"Fay Covely",Negative,5,10-11-2020,11,"Billing Question",Vancouver,Washington,Web,"Within SLA",21,Chicago/IL
QVS-36257378-9-773512-e9,"Evanne Turley",Negative,0,10-03-2020,3,"Service Outage","Las Vegas",Nevada,Web,"Below SLA",45,Baltimore/MD
QVT-25139800-Y-987114-MX,"Brian Udden",Positive,8,10/17/2020,17,Payments,"Maple Plain",Minnesota,Call-Center,"Above SLA",16,Baltimore/MD
QVT-28668951-O-301902-Iy,"Paulita Sinkin","Very Negative",0,10-02-2020,2,"Billing Question",Olympia,Washington,Chatbot,"Within SLA",20,"Los Angeles/CA"
QVT-32766856-4-352359-04,"Webb Kliemann",Negative,5,10/14/2020,14,"Service Outage",Portland,Oregon,Chatbot,"Within SLA",16,"Los Angeles/CA"
QVT-95410692-L-938363-vm,"Maxine Antalffy","Very Positive",9,10-01-2020,1,"Billing Question",Minneapolis,Minnesota,Call-Center,"Below SLA",18,"Los Angeles/CA"
QVV-28227768-d-146174-K4,"Gertrud MacMillan","Very Positive",10,10/22/2020,22,"Billing Question",Lafayette,Indiana,Email,"Within SLA",15,Baltimore/MD
QVV-29466824-I-065189-db,"Dulcie Cottel","Very Positive",0,10/13/2020,13,Payments,"New York City","New York",Call-Center,"Within SLA",24,"Los Angeles/CA"
QVV-45223264-7-761852-Jv,"Mira Ipgrave",Negative,6,10-08-2020,8,Payments,"Fort Wayne",Indiana,Call-Center,"Within SLA",16,Baltimore/MD
QVV-66912508-A-607461-8D,"Frederick Gifford",Negative,6,10/24/2020,24,"Billing Question",Milwaukee,Wisconsin,Web,"Above SLA",8,Baltimore/MD
QVV-94237612-T-681467-3f,"Anjela Draycott",Negative,0,10/26/2020,26,"Service Outage",Brooklyn,"New York",Chatbot,"Within SLA",41,Baltimore/MD
QVX-66167997-E-766625-Jy,"Doti Davidovic","Very Negative",0,10/22/2020,22,"Billing Question","Daytona Beach",Florida,Call-Center,"Within SLA",26,Chicago/IL
QVX-69171169-q-376069-Mf,"Carmella Enderson",Negative,0,10/18/2020,18,"Service Outage",Amarillo,Texas,Email,"Within SLA",20,"Los Angeles/CA"
QVY-26354634-3-725032-Iv,"Francisca Wilcock",Neutral,7,10/29/2020,29,Payments,Louisville,Kentucky,Call-Center,"Within SLA",29,"Los Angeles/CA"
QVZ-12742330-z-273583-gp,"Milty Clausner",Negative,6,10-10-2020,10,"Billing Question",Austin,Texas,Call-Center,"Within SLA",17,Baltimore/MD
QWA-17409316-k-473605-zo,"Arielle Sidebotton",Negative,0,10-03-2020,3,"Billing Question","College Station",Texas,Chatbot,"Within SLA",10,Chicago/IL
QWA-51926033-y-311728-T5,"Rouvin Swancott",Negative,0,10/13/2020,13,Payments,Naperville,Illinois,Call-Center,"Within SLA",15,"Los Angeles/CA"
QWA-54109716-d-752084-7l,"Claudio Maxworthy",Positive,0,10/30/2020,30,"Service Outage",Billings,Montana,Web,"Within SLA",13,"Los Angeles/CA"
QWB-26481588-7-545709-Hn,"Susannah Adamkiewicz","Very Negative",4,10/22/2020,22,"Service Outage","Santa Rosa",California,Web,"Within SLA",26,"Los Angeles/CA"
QWB-56313818-d-352889-Qe,"Tammara Bimrose","Very Negative",0,10/14/2020,14,"Billing Question",Miami,Florida,Chatbot,"Within SLA",22,Baltimore/MD
QWC-10440592-6-487401-EB,"Ortensia Reuven",Negative,0,10-06-2020,6,"Billing Question",Sacramento,California,Chatbot,"Below SLA",43,Chicago/IL
QWC-98576167-6-923177-Ms,"Cassandry Yanele",Negative,6,10/14/2020,14,Payments,Oakland,California,Call-Center,"Within SLA",13,Baltimore/MD
QWD-55587059-F-243903-Ow,"Kirstin Hakonsson",Neutral,0,10/26/2020,26,"Service Outage","Saint Paul",Minnesota,Chatbot,"Below SLA",22,Chicago/IL
QWE-34729859-u-747631-19,"Bo Dubs","Very Positive",10,10-08-2020,8,"Billing Question","Punta Gorda",Florida,Chatbot,"Within SLA",42,Chicago/IL
QWF-53840601-2-323086-W0,"Peg Herrero","Very Negative",3,10/27/2020,27,"Billing Question",Lakeland,Florida,Email,"Within SLA",45,Baltimore/MD
QWF-59813603-W-781546-UI,"Andrey Kornousek",Neutral,8,10-02-2020,2,Payments,Madison,Wisconsin,Call-Center,"Above SLA",26,"Los Angeles/CA"
QWG-34699569-5-456038-qT,"Engelbert Lamke",Neutral,0,10-05-2020,5,"Billing Question","El Paso",Texas,Email,"Within SLA",10,"Los Angeles/CA"
QWG-57240964-u-810173-qa,"Paulette Ivanuschka",Negative,0,10/30/2020,30,"Billing Question",Mesa,Arizona,Email,"Within SLA",31,"Los Angeles/CA"
QWH-29589741-2-017832-8o,"Lyndsie Bounde",Negative,0,10-07-2020,7,"Service Outage","New York City","New York",Chatbot,"Within SLA",33,"Los Angeles/CA"
QWH-78767372-p-575816-rt,"Fabiano Smithin","Very Positive",0,10-01-2020,1,"Billing Question",Richmond,Virginia,Call-Center,"Within SLA",7,"Los Angeles/CA"
QWJ-70558179-f-740483-7Y,"Jamison Worsam",Neutral,8,10/14/2020,14,"Billing Question",Atlanta,Georgia,Email,"Within SLA",29,Baltimore/MD
QWJ-73364677-F-752058-o9,"Maddalena Summerson",Positive,8,10/28/2020,28,Payments,"Shawnee Mission",Kansas,Call-Center,"Within SLA",39,"Los Angeles/CA"
QWK-19134599-N-992533-Dz,"Syd Willoughway","Very Positive",0,10-04-2020,4,"Billing Question","Salt Lake City",Utah,Email,"Within SLA",21,Baltimore/MD
QWK-77899649-b-637048-c4,"Garth Wegner",Neutral,8,10/15/2020,15,"Billing Question",Atlanta,Georgia,Call-Center,"Within SLA",5,"Los Angeles/CA"
QWL-37404003-u-932751-GG,"Melanie Robertacci",Positive,0,10/30/2020,30,"Service Outage",Bronx,"New York",Chatbot,"Within SLA",20,"Los Angeles/CA"
QWN-33467926-L-577218-wV,"Manolo Jillis",Neutral,7,10-02-2020,2,Payments,"New York City","New York",Call-Center,"Within SLA",11,Denver/CO
QWN-77190541-4-299969-FK,"Russell Saby","Very Negative",0,10/17/2020,17,"Billing Question",Kalamazoo,Michigan,Call-Center,"Below SLA",26,"Los Angeles/CA"
QWN-85358150-N-498709-Xc,"Tamas Paramor","Very Negative",0,10/23/2020,23,"Billing Question","San Antonio",Texas,Call-Center,"Below SLA",22,Baltimore/MD
QWP-39179142-s-029635-q1,"Sibel Poser",Neutral,5,10/27/2020,27,"Billing Question",Milwaukee,Wisconsin,Call-Center,"Within SLA",11,Chicago/IL
QWQ-25992003-W-459295-kL,"Karoly Leadston","Very Negative",0,10/28/2020,28,"Billing Question","El Paso",Texas,Call-Center,"Within SLA",43,"Los Angeles/CA"
QWQ-44004845-M-704788-vd,"Mariele Tedahl",Negative,0,10/24/2020,24,"Billing Question",Lawrenceville,Georgia,Email,"Within SLA",9,Chicago/IL
QWQ-81769150-f-613925-EX,"Guglielma Gofforth","Very Positive",0,10/19/2020,19,"Billing Question",Decatur,Illinois,Call-Center,"Within SLA",15,"Los Angeles/CA"
QWR-39421107-M-556265-Em,"Gloria Moulton",Negative,0,10-11-2020,11,"Billing Question","Oklahoma City",Oklahoma,Email,"Within SLA",32,"Los Angeles/CA"
QWR-44143998-4-966103-BI,"Jami Mushart",Neutral,0,10/18/2020,18,"Billing Question",Albany,"New York",Web,"Within SLA",9,Baltimore/MD
QWR-59099514-P-395280-yJ,"Chancey Munehay",Neutral,8,10-02-2020,2,"Billing Question","San Francisco",California,Chatbot,"Within SLA",20,Chicago/IL
QWS-04536967-Y-396696-9m,"Gus Croutear","Very Positive",0,10/15/2020,15,"Billing Question",Toledo,Ohio,Email,"Below SLA",26,Baltimore/MD
QWS-77930503-Q-021624-EK,"Prudence Amaya",Neutral,0,10/21/2020,21,Payments,Fresno,California,Call-Center,"Within SLA",5,"Los Angeles/CA"
QWT-05635135-S-895658-Tx,"Eustacia Verden","Very Positive",0,10-12-2020,12,"Service Outage",Garland,Texas,Chatbot,"Below SLA",14,Baltimore/MD
QWT-21645996-u-083241-fQ,"Gwenore Cordeiro",Positive,7,10/16/2020,16,Payments,"Salt Lake City",Utah,Call-Center,"Within SLA",23,Baltimore/MD
QWT-40858071-h-259930-ZI,"Valerye Kiddey","Very Negative",0,10/24/2020,24,"Billing Question",Davenport,Iowa,Call-Center,"Within SLA",37,"Los Angeles/CA"
QWT-93747232-h-344629-E7,"Ferris Christol",Negative,0,10/19/2020,19,"Billing Question",Detroit,Michigan,Web,"Within SLA",34,Chicago/IL
QWU-04172642-5-168820-nQ,"Codie Hinkensen","Very Negative",2,10/18/2020,18,Payments,"Des Moines",Iowa,Call-Center,"Within SLA",17,"Los Angeles/CA"
QWV-37072140-z-195527-PG,"Lois Tolumello",Negative,0,10/16/2020,16,"Service Outage",Everett,Washington,Web,"Below SLA",20,Chicago/IL
QWV-59435652-b-707973-1N,"Maurene Loddon",Negative,0,10/20/2020,20,"Billing Question",Beaverton,Oregon,Email,"Within SLA",18,"Los Angeles/CA"
QWX-15037910-n-325666-Bh,"Rennie Messam",Neutral,8,10/23/2020,23,"Billing Question",Lexington,Kentucky,Call-Center,"Below SLA",13,"Los Angeles/CA"
QWX-31645241-y-283834-xl,"Marcie Sleaford","Very Negative",0,10/25/2020,25,"Billing Question",Whittier,California,Chatbot,"Above SLA",24,Chicago/IL
QWY-13909837-U-579470-TQ,"Annabela Bumphrey",Neutral,0,10/27/2020,27,"Billing Question",Orlando,Florida,Email,"Within SLA",42,"Los Angeles/CA"
QWY-49218719-c-601109-Cx,"Joey Morewood",Neutral,0,10-05-2020,5,"Billing Question","Kansas City",Missouri,Email,"Within SLA",22,Baltimore/MD
QWZ-47014070-b-420309-8M,"Marillin Stallebrass",Negative,3,10/27/2020,27,"Billing Question",Buffalo,"New York",Email,"Within SLA",32,Baltimore/MD
QWZ-76178139-a-646078-u6,"Ferd Pinilla",Neutral,0,10/24/2020,24,"Billing Question",Bellevue,Washington,Chatbot,"Below SLA",10,"Los Angeles/CA"
QWZ-87660369-s-685918-kr,"Steven Breazeall",Negative,0,10/26/2020,26,"Billing Question",Columbus,Ohio,Email,"Below SLA",10,Chicago/IL
QWZ-92940848-P-882434-kh,"Rhodia Brute",Neutral,0,10/22/2020,22,"Service Outage","El Paso",Texas,Web,"Below SLA",39,"Los Angeles/CA"
QXA-18589621-2-353805-84,"Ingeborg Chavey",Negative,0,10/22/2020,22,"Billing Question","Chula Vista",California,Web,"Above SLA",19,Chicago/IL
QXA-79742227-k-011698-cg,"Jedd Skeldinge",Neutral,8,10/13/2020,13,"Billing Question",Louisville,Kentucky,Web,"Within SLA",42,Chicago/IL
QXB-85905377-7-703183-ns,"Magdalen Edensor",Neutral,0,10-08-2020,8,Payments,Columbia,"South Carolina",Call-Center,"Within SLA",42,Baltimore/MD
QXB-97835314-C-088018-bG,"Jan Setter",Negative,0,10-02-2020,2,"Billing Question",Houston,Texas,Call-Center,"Within SLA",17,Chicago/IL
QXC-12740070-3-068873-xp,"Tiffi Ranking",Negative,0,10/25/2020,25,Payments,Indianapolis,Indiana,Call-Center,"Within SLA",29,"Los Angeles/CA"
QXD-02340099-z-801202-iq,"Matthiew Hebbard","Very Negative",1,10-03-2020,3,"Billing Question",Seminole,Florida,Chatbot,"Within SLA",36,"Los Angeles/CA"
QXD-67188774-9-126936-pX,"Tony Oag",Negative,3,10/29/2020,29,"Billing Question",Houston,Texas,Call-Center,"Within SLA",32,"Los Angeles/CA"
QXD-97063510-O-088832-MF,"Frederica Wilbraham","Very Positive",0,10/29/2020,29,"Billing Question","Battle Creek",Michigan,Web,"Within SLA",27,Baltimore/MD
QXE-10722411-f-349624-IM,"Hattie Neiland",Negative,0,10-12-2020,12,"Billing Question",Loretto,Minnesota,Web,"Below SLA",11,"Los Angeles/CA"
QXE-71199758-K-888745-DI,"Waylin Dallinder",Positive,0,10/22/2020,22,"Billing Question",Albany,"New York",Email,"Within SLA",22,Baltimore/MD
QXF-30764165-G-790268-gK,"Ermengarde Gawith",Neutral,0,10/17/2020,17,"Service Outage",Atlanta,Georgia,Chatbot,"Within SLA",32,Baltimore/MD
QXG-19732290-a-586549-bz,"Mona Broun","Very Positive",0,10/27/2020,27,"Billing Question",Washington,"District of Columbia",Call-Center,"Within SLA",39,"Los Angeles/CA"
QXG-39980682-g-810551-jL,"Sonia Whipp","Very Negative",2,10/28/2020,28,"Billing Question","Pinellas Park",Florida,Email,"Within SLA",35,Baltimore/MD
QXG-53336491-K-306498-Uq,"Sinclair Maplethorp",Negative,0,10/13/2020,13,"Billing Question",Utica,"New York",Call-Center,"Above SLA",11,"Los Angeles/CA"
QXH-86537462-a-234473-pF,"Merrili Bewley","Very Negative",0,10/28/2020,28,"Service Outage",Ridgely,Maryland,Email,"Above SLA",41,"Los Angeles/CA"
QXJ-00218323-A-133324-yW,"Deeann Caulliere",Positive,0,10-03-2020,3,"Billing Question","Lake Charles",Louisiana,Email,"Within SLA",31,Baltimore/MD
QXJ-34118657-Y-442500-ty,"Sabra Jarmyn",Neutral,0,10/20/2020,20,"Billing Question","San Diego",California,Web,"Below SLA",27,Baltimore/MD
QXJ-67733399-s-923220-xZ,"Sibelle Spours",Neutral,5,10/20/2020,20,"Billing Question",Atlanta,Georgia,Email,"Within SLA",15,"Los Angeles/CA"
QXK-78936327-J-844347-1O,"Ginger Axelby",Negative,3,10/21/2020,21,"Billing Question",Muncie,Indiana,Web,"Below SLA",36,Baltimore/MD
QXL-02013807-K-247207-Os,"Terri-jo Janu","Very Negative",2,10/16/2020,16,Payments,Fresno,California,Call-Center,"Within SLA",5,"Los Angeles/CA"
QXL-73646499-m-710152-A4,"Bernie Jablonski",Negative,0,10/22/2020,22,"Service Outage",Trenton,"New Jersey",Chatbot,"Within SLA",12,"Los Angeles/CA"
QXM-90248826-r-874280-GV,"Reg Vere",Positive,9,10/13/2020,13,"Billing Question",Duluth,Minnesota,Web,"Within SLA",33,Baltimore/MD
QXN-27826242-A-035847-4k,"Chris Rosin",Neutral,0,10/30/2020,30,"Billing Question","Fort Smith",Arkansas,Email,"Within SLA",6,"Los Angeles/CA"
QXN-89369844-Q-781701-VQ,"Roanna Nesby",Neutral,0,10-02-2020,2,"Billing Question",Birmingham,Alabama,Web,"Below SLA",42,Baltimore/MD
QXO-99328394-L-604270-tq,"Winny Withur",Positive,0,10/30/2020,30,"Billing Question","Santa Monica",California,Email,"Within SLA",26,Baltimore/MD
QXP-04560175-c-878916-fm,"Avigdor Crosgrove",Negative,0,10-12-2020,12,"Service Outage",Newark,Delaware,Web,"Within SLA",43,Baltimore/MD
QXP-33718805-i-161291-wk,"Mirilla Pacher",Positive,8,10/17/2020,17,Payments,Hamilton,Ohio,Call-Center,"Above SLA",13,"Los Angeles/CA"
QXP-93527836-M-205161-JA,"Leelah Emblem","Very Positive",0,10/24/2020,24,"Billing Question",Phoenix,Arizona,Call-Center,"Above SLA",22,Chicago/IL
QXP-98766327-p-998989-yB,"Halie Enright",Positive,7,10/20/2020,20,"Billing Question",Norfolk,Virginia,Web,"Below SLA",30,Baltimore/MD
QXS-17253379-1-294530-YR,"Tisha Browett",Positive,0,10-10-2020,10,"Billing Question",Philadelphia,Pennsylvania,Email,"Within SLA",25,Baltimore/MD
QXS-56362616-w-758481-uj,"Bone Guittet",Positive,0,10/23/2020,23,"Billing Question",Madison,Wisconsin,Web,"Within SLA",14,"Los Angeles/CA"
QXS-61238249-O-418483-YE,"Britta Culp","Very Negative",2,10/20/2020,20,"Service Outage",Washington,"District of Columbia",Web,"Within SLA",43,"Los Angeles/CA"
QXS-96147129-Y-717218-Zs,"Gillie Mauser",Neutral,5,10/22/2020,22,"Billing Question",Houston,Texas,Chatbot,"Below SLA",17,Baltimore/MD
QXT-15935795-i-837834-rh,"Emmaline Fudger",Negative,4,10/29/2020,29,Payments,"El Paso",Texas,Call-Center,"Below SLA",40,"Los Angeles/CA"
QXT-60886002-d-910417-V8,"Bertina Dukesbury",Negative,0,10-04-2020,4,Payments,Peoria,Illinois,Call-Center,"Above SLA",6,"Los Angeles/CA"
QXT-63736135-d-567360-bN,"Mallorie Corrison",Negative,3,10/25/2020,25,"Billing Question",Gainesville,Florida,Email,"Below SLA",18,Baltimore/MD
QXT-69451552-b-281517-0l,"Ellie Papis",Negative,0,10/18/2020,18,"Billing Question","Bonita Springs",Florida,Chatbot,"Within SLA",26,"Los Angeles/CA"
QXT-75370217-p-612204-Oe,"Tyson McAteer",Positive,7,10/17/2020,17,"Billing Question",Rochester,Minnesota,Chatbot,"Within SLA",29,Baltimore/MD
QXT-85711845-g-553185-nW,"Otes Morrison","Very Negative",0,10-07-2020,7,"Billing Question",Chicago,Illinois,Email,"Below SLA",21,Baltimore/MD
QXU-08619162-B-467034-LF,"Rand Belly",Negative,0,10/30/2020,30,"Billing Question","Las Vegas",Nevada,Chatbot,"Within SLA",29,Chicago/IL
QXU-16070049-8-398170-ww,"Lidia Skeggs","Very Negative",0,10-04-2020,4,"Service Outage",Rochester,"New York",Chatbot,"Below SLA",11,"Los Angeles/CA"
QXU-42648145-n-206003-o0,"Kathy Tommasetti",Neutral,0,10/21/2020,21,Payments,Chicago,Illinois,Call-Center,"Below SLA",10,Chicago/IL
QXU-60519273-b-716739-Gi,"Joceline Haselhurst","Very Positive",0,10/13/2020,13,"Billing Question",Milwaukee,Wisconsin,Call-Center,"Below SLA",31,Baltimore/MD
QXV-39676988-z-008161-XB,"Cass Christescu",Positive,0,10/19/2020,19,"Billing Question","San Antonio",Texas,Chatbot,"Within SLA",36,"Los Angeles/CA"
QXW-10011474-Z-199940-h3,"Esteban O' Neligan",Neutral,0,10-07-2020,7,"Billing Question","Los Angeles",California,Chatbot,"Within SLA",31,"Los Angeles/CA"
QXW-98022793-b-833771-dQ,"Kasey Genner",Neutral,0,10/16/2020,16,"Billing Question","San Francisco",California,Chatbot,"Within SLA",15,"Los Angeles/CA"
QXX-03413393-S-670820-IK,"Tandy Dullingham",Negative,0,10-01-2020,1,"Billing Question",Lynchburg,Virginia,Web,"Within SLA",14,"Los Angeles/CA"
QXX-27679692-Z-459702-3R,"Welsh Stapele",Positive,8,10-07-2020,7,Payments,Fairfax,Virginia,Call-Center,"Within SLA",37,Denver/CO
QXY-03153179-S-759193-UK,"Jessa Prestney",Neutral,0,10/30/2020,30,Payments,Atlanta,Georgia,Call-Center,"Within SLA",23,Baltimore/MD
